mu,sigma,runtime,fn.evals,n,gp
0.3113731085693922,0.6626557641119445,0.234375,16.0,8000.0,3.0
0.3580779977916545,0.6537690808750153,0.390625,10.0,9000.0,4.0
0.397983688799168,0.7278257255422129,0.5,22.0,5000.0,0.0
0.3967395624372976,0.7197050558849495,0.3125,16.0,6000.0,1.0
0.43396492852286384,0.7220948524627888,0.40625,13.0,7000.0,2.0
0.402209910313091,0.7140694119477414,0.1875,23.0,8000.0,3.0
0.42153957981575907,0.671761575318871,0.203125,11.0,9000.0,4.0
0.4750303818709837,0.7580142711076234,0.375,19.0,5000.0,0.0
0.4415309566885361,0.7432137643835275,0.09375,13.0,6000.0,1.0
0.47379706645776865,0.7014688919356,0.1875,15.0,7000.0,2.0
0.4421114039273232,0.6938654671086472,0.46875,19.0,8000.0,3.0
0.4085987186909505,0.6619184934162924,0.078125,11.0,9000.0,4.0
0.37521608369855725,0.6953499577605029,0.078125,12.0,5000.0,0.0
0.3623199677275016,0.6655636037209658,0.1875,18.0,6000.0,1.0
0.3688195530930195,0.6466860622262328,0.15625,18.0,7000.0,2.0
0.35785370905709024,0.6017387190622433,0.140625,12.0,8000.0,3.0
0.41965189233654515,0.6397703332939351,0.390625,16.0,9000.0,4.0
0.39070135432294734,0.7444937180792169,0.078125,11.0,5000.0,0.0
0.3103118319162953,0.6675136459610121,0.484375,23.0,6000.0,1.0
0.3337300124578444,0.6863530426022999,0.5625,20.0,7000.0,2.0
0.3417940737625429,0.6392324137708002,0.40625,13.0,8000.0,3.0
0.3521446023841445,0.6658434026204565,0.234375,14.0,9000.0,4.0
0.39774826880921715,0.7868688877760895,0.296875,15.0,5000.0,0.0
0.32601657031138337,0.6753161926460413,0.375,14.0,6000.0,1.0
0.33808620223536595,0.6591360304301402,0.5,21.0,7000.0,2.0
0.3598052657506976,0.6385586892478267,0.390625,16.0,8000.0,3.0
0.3334013568214672,0.6250042408666563,0.359375,15.0,9000.0,4.0
0.3825926374884221,0.752584392507504,0.375,19.0,5000.0,0.0
0.3162245919022712,0.6568897119643354,0.0625,9.0,6000.0,1.0
